drug_id,related_drugs,smiles
DB00006,DB00006|DB00120|DB00159|DB00163|DB00176|DB00188|DB00199|DB00203|DB00207|DB00208|DB00215|DB00229|DB00232|DB00233|DB00242|DB00244|DB00254|DB00255|DB00261|DB00262|DB00266|DB00267|DB00269|DB00274|DB00276|DB00278|DB00285|DB00291|DB00293|DB00294|DB00304|DB00305|DB00307|DB00309|DB00322|DB00328|DB00351|DB00352|DB00361|DB00367|DB00374|DB00378|DB00380|DB00389|DB00396|DB00398|DB00428|DB00430|DB00436|DB00438|DB00441|DB00444|DB00445|DB00446|DB00447|DB00456|DB00461|DB00465|DB00468|DB00469|DB00472|DB00476|DB00480|DB00482|DB00488|DB00493|DB00495|DB00498|DB00500|DB00515|DB00526|DB00531|DB00533|DB00535|DB00539|DB00544|DB00550|DB00552|DB00554|DB00562|DB00563|DB00564|DB00567|DB00569|DB00570|DB00573|DB00580|DB00583|DB00586|DB00601|DB00603|DB00605|DB00606|DB00614|DB00619|DB00620|DB00624|DB00631|DB00642|DB00656|DB00671|DB00675|DB00682|DB00686|DB00689|DB00694|DB00712|DB00715|DB00717|DB00721|DB00749|DB00752|DB00758|DB00762|DB00763|DB00773|DB00774|DB00775|DB00780|DB00783|DB00784|DB00788|DB00795|DB00805|DB00806|DB00812|DB00814|DB00821|DB00823|DB00833|DB00834|DB00851|DB00853|DB00859|DB00861|DB00864|DB00877|DB00880|DB00888|DB00908|DB00923|DB00928|DB00932|DB00936|DB00939|DB00945|DB00946|DB00957|DB00958|DB00970|DB00974|DB00975|DB00977|DB00987|DB00991|DB00997|DB00999|DB01005|DB01008|DB01009|DB01014|DB01021|DB01022|DB01030|DB01033|DB01037|DB01041|DB01042|DB01066|DB01073|DB01088|DB01099|DB01101|DB01104|DB01105|DB01112|DB01138|DB01139|DB01140|DB01149|DB01150|DB01166|DB01168|DB01169|DB01171|DB01175|DB01177|DB01181|DB01204|DB01206|DB01207|DB01212|DB01229|DB01240|DB01247|DB01248|DB01250|DB01254|DB01262|DB01280|DB01283|DB01294|DB01324|DB01326|DB01327|DB01328|DB01329|DB01330|DB01331|DB01332|DB01333|DB01357|DB01367|DB01373|DB01395|DB01397|DB01399|DB01401|DB01413|DB01414|DB01415|DB01416|DB01418|DB01419|DB01420|DB01424|DB01431|DB01435|DB01481|DB01485|DB01541|DB01543|DB01564|DB01569|DB01572|DB01586|DB01590|DB01600|DB01606|DB01609|DB01626|DB01628|DB01783|DB01942|DB02123|DB02224|DB02261|DB02546|DB02659|DB02691|DB02709|DB02901|DB03374|DB03410|DB03585|DB03619|DB04017|DB04348|DB04552|DB04570|DB04572|DB04573|DB04574|DB04575|DB04665|DB04682|DB04725|DB04743|DB04812|DB04818|DB04820|DB04828|DB04832|DB04839|DB04845|DB04865|DB04868|DB04884|DB04896|DB04898|DB04905|DB04918|DB05015|DB05095|DB05109|DB05229|DB05266|DB05767|DB05830|DB05990|DB06206|DB06209|DB06228|DB06251|DB06287|DB06406|DB06441|DB06543|DB06590|DB06605|DB06616|DB06635|DB06654|DB06695|DB06700|DB06713|DB06715|DB06725|DB06730|DB06731|DB06736|DB06737|DB06769|DB06772|DB06777|DB06789|DB06807|DB07402|DB07447|DB07615|DB07637|DB07767|DB07931|DB08439|DB08496|DB08550|DB08619|DB08794|DB08797|DB08814|DB08816|DB08833|DB08834|DB08867|DB08871|DB08877|DB08887|DB08889|DB08895|DB08901|DB08910|DB08918|DB08940|DB08942|DB08951|DB08953|DB08955|DB08976|DB08981|DB08984|DB08991|DB08994|DB09008|DB09030|DB09042|DB09050|DB09053|DB09062|DB09070|DB09073|DB09074|DB09075|DB09079|DB09084|DB09123|DB09124|DB09154|DB09211|DB09212|DB09214|DB09215|DB09216|DB09217|DB09218|DB09241|DB09243|DB09244|DB09245|DB09246|DB09248|DB09249|DB09250|DB09251|DB09252|DB09253|DB09254|DB09283|DB09285|DB09288|DB09295|DB09371|DB09389|DB09418|DB09543|DB11079|DB11201|DB11268|DB11323|DB11367|DB11372|DB11429|DB11455|DB11466|DB11478|DB11518|DB11619|DB11622|DB11636|DB11674|DB11789|DB11935|DB11984|DB12092|DB12163|DB12235|DB12289|DB12321|DB12364|DB12399|DB12445|DB12465|DB12474|DB12545|DB12598|DB12610|DB12693|DB12749|DB12771|DB12831|DB13001|DB13036|DB13044|DB13124|DB13136|DB13143|DB13167|DB13217|DB13230|DB13232|DB13233|DB13266|DB13275|DB13286|DB13310|DB13314|DB13317|DB13327|DB13347|DB13367|DB13371|DB13386|DB13400|DB13407|DB13418|DB13430|DB13432|DB13451|DB13461|DB13470|DB13481|DB13499|DB13504|DB13509|DB13510|DB13524|DB13527|DB13528|DB13532|DB13533|DB13538|DB13544|DB13563|DB13602|DB13612|DB13629|DB13638|DB13644|DB13649|DB13657|DB13667|DB13682|DB13685|DB13722|DB13778|DB13783|DB13804|DB13821|DB13857|DB13860|DB13866|DB13875|DB13876|DB13929|DB13943|DB13944|DB13946|DB13947|DB13951|DB13952|DB13953|DB13954|DB13956|DB13958|DB13981|DB14006|DB14026|DB14055|DB14059|DB14060|DB14093|DB14094|DB14570|DB14577|DB14655|DB14678|DB14679|DB14725|DB14726|DB14733|DB14938|DB15334|DB15335|DB15575|DB15775|DB15861|DB15880|DB15903|DB17048|DB17472|DB18000,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O
DB00014,DB00035|DB00080|DB00091|DB00115|DB00158|DB00159|DB00165|DB00176|DB00181|DB00182|DB00185|DB00186|DB00187|DB00188|DB00190|DB00193|DB00195|DB00196|DB00197|DB00198|DB00199|DB00200|DB00204|DB00206|DB00207|DB00208|DB00213|DB00214|DB00215|DB00218|DB00220|DB00222|DB00225|DB00229|DB00230|DB00231|DB00232|DB00235|DB00237|DB00243|DB00244|DB00245|DB00246|DB00254|DB00261|DB00262|DB00263|DB00264|DB00267|DB00270|DB00271|DB00273|DB00274|DB00279|DB00280|DB00281|DB00282|DB00283|DB00284|DB00285|DB00289|DB00290|DB00292|DB00294|DB00296|DB00297|DB00300|DB00303|DB00308|DB00310|DB00311|DB00312|DB00313|DB00314|DB00316|DB00319|DB00321|DB00322|DB00323|DB00325|DB00327|DB00328|DB00330|DB00331|DB00333|DB00334|DB00339|DB00341|DB00342|DB00343|DB00344|DB00346|DB00347|DB00349|DB00351|DB00354|DB00355|DB00356|DB00358|DB00359|DB00363|DB00364|DB00365|DB00366|DB00369|DB00370|DB00372|DB00373|DB00374|DB00377|DB00380|DB00384|DB00390|DB00391|DB00393|DB00398|DB00401|DB00402|DB00404|DB00405|DB00412|DB00413|DB00414|DB00415|DB00418|DB00420|DB00421|DB00424|DB00427|DB00430|DB00432|DB00433|DB00434|DB00435|DB00436|DB00437|DB00438|DB00440|DB00441|DB00447|DB00450|DB00452|DB00454|DB00455|DB00456|DB00458|DB00461|DB00465|DB00467|DB00468|DB00469|DB00472|DB00476|DB00477|DB00479|DB00480|DB00482|DB00487|DB00489|DB00490|DB00491|DB00492|DB00493|DB00499|DB00500|DB00501|DB00502|DB00503|DB00512|DB00515|DB00521|DB00524|DB00526|DB00527|DB00529|DB00530|DB00533|DB00535|DB00537|DB00539|DB00540|DB00543|DB00544|DB00548|DB00552|DB00553|DB00554|DB00555|DB00556|DB00557|DB00558|DB00562|DB00563|DB00564|DB00567|DB00568|DB00569|DB00571|DB00572|DB00573|DB00577|DB00580|DB00582|DB00583|DB00586|DB00591|DB00593|DB00594|DB00597|DB00598|DB00603|DB00604|DB00605|DB00606|DB00608|DB00612|DB00613|DB00619|DB00622|DB00624|DB00625|DB00626|DB00628|DB00631|DB00633|DB00635|DB00637|DB00640|DB00642|DB00645|DB00651|DB00656|DB00657|DB00660|DB00661|DB00665|DB00669|DB00672|DB00674|DB00675|DB00679|DB00680|DB00681|DB00682|DB00683|DB00684|DB00685|DB00688|DB00689|DB00690|DB00691|DB00695|DB00697|DB00698|DB00700|DB00703|DB00706|DB00709|DB00710|DB00712|DB00713|DB00714|DB00716|DB00718|DB00719|DB00721|DB00722|DB00726|DB00730|DB00731|DB00733|DB00734|DB00738|DB00742|DB00743|DB00748|DB00749|DB00750|DB00751|DB00753|DB00757|DB00759|DB00760|DB00761|DB00763|DB00772|DB00774|DB00775|DB00778|DB00779|DB00780|DB00782|DB00783|DB00784|DB00787|DB00788|DB00789|DB00790|DB00795|DB00798|DB00800|DB00804|DB00806|DB00807|DB00808|DB00811|DB00812|DB00813|DB00814|DB00817|DB00818|DB00819|DB00820|DB00821|DB00822|DB00825|DB00827|DB00828|DB00829|DB00833|DB00834|DB00835|DB00836|DB00839|DB00841|DB00842|DB00845|DB00851|DB00853|DB00861|DB00862|DB00863|DB00864|DB00871|DB00872|DB00875|DB00880|DB00887|DB00889|DB00892|DB00894|DB00897|DB00900|DB00903|DB00904|DB00905|DB00907|DB00908|DB00909|DB00911|DB00912|DB00914|DB00915|DB00916|DB00918|DB00922|DB00923|DB00927|DB00928|DB00933|DB00934|DB00936|DB00938|DB00939|DB00945|DB00949|DB00951|DB00953|DB00955|DB00958|DB00960|DB00961|DB00962|DB00967|DB00968|DB00976|DB00978|DB00980|DB00982|DB00983|DB00985|DB00988|DB00991|DB00993|DB00995|DB00999|DB01001|DB01002|DB01004|DB01009|DB01010|DB01011|DB01014|DB01015|DB01016|DB01018|DB01020|DB01021|DB01022|DB01023|DB01024|DB01026|DB01030|DB01032|DB01035|DB01036|DB01039|DB01043|DB01044|DB01046|DB01048|DB01050|DB01054|DB01057|DB01059|DB01060|DB01066|DB01067|DB01068|DB01069|DB01071|DB01072|DB01074|DB01075|DB01082|DB01084|DB01086|DB01087|DB01093|DB01099|DB01100|DB01101|DB01104|DB01105|DB01106|DB01111|DB01112|DB01113|DB01114|DB01115|DB01118|DB01120|DB01124|DB01129|DB01132|DB01133|DB01135|DB01137|DB01139|DB01140|DB01142|DB01144|DB01148|DB01149|DB01150|DB01151|DB01155|DB01156|DB01157|DB01158|DB01161|DB01165|DB01166|DB01167|DB01169|DB01170|DB01172|DB01173|DB01175|DB01176|DB01181|DB01182|DB01183|DB01184|DB01189|DB01193|DB01195|DB01200|DB01203|DB01205|DB01208|DB01211|DB01212|DB01213|DB01215|DB01218|DB01221|DB01222|DB01224|DB01227|DB01228|DB01232|DB01233|DB01236|DB01238|DB01239|DB01240|DB01241|DB01242|DB01244|DB01246|DB01249|DB01250|DB01251|DB01252|DB01254|DB01259|DB01261|DB01263|DB01267|DB01268|DB01273|DB01274|DB01275|DB01278|DB01283|DB01289|DB01324|DB01325|DB01326|DB01327|DB01328|DB01329|DB01330|DB01331|DB01332|DB01333|DB01345|DB01356|DB01359|DB01367|DB01382|DB01388|DB01394|DB01395|DB01396|DB01397|DB01399|DB01401|DB01403|DB01405|DB01409|DB01412|DB01413|DB01414|DB01415|DB01416|DB01419|DB01420|DB01421|DB01424|DB01426|DB01427|DB01428|DB01431|DB01435|DB01438|DB01550|DB01558|DB01563|DB01577|DB01580|DB01587|DB01591|DB01599|DB01600|DB01601|DB01610|DB01611|DB01615|DB01620|DB01623|DB01624|DB01628|DB01638|DB01656|DB01685|DB01700|DB02247|DB02546|DB02925|DB03255|DB03450|DB03585|DB03615|DB04263|DB04552|DB04570|DB04574|DB04576|DB04626|DB04695|DB04729|DB04743|DB04808|DB04812|DB04817|DB04825|DB04828|DB04830|DB04831|DB04842|DB04844|DB04846|DB04855|DB04868|DB04871|DB04876|DB04878|DB04890|DB04896|DB04918|DB04920|DB04930|DB04946|DB04948|DB04953|DB04957|DB05018|DB05034|DB05039|DB05095|DB05223|DB05232|DB05246|DB05294|DB05316|DB05465|DB05501|DB05541|DB05667|DB05676|DB06011|DB06127|DB06144|DB06154|DB06160|DB06176|DB06200|DB06203|DB06209|DB06211|DB06212|DB06216|DB06217|DB06228|DB06230|DB06262|DB06282|DB06288|DB06292|DB06334|DB06335|DB06370|DB06402|DB06468|DB06480|DB06589|DB06590|DB06600|DB06603|DB06623|DB06637|DB06663|DB06691|DB06695|DB06696|DB06697|DB06699|DB06700|DB06702|DB06705|DB06708|DB06710|DB06712|DB06725|DB06736|DB06737|DB06742|DB06766|DB06767|DB06770|DB06771|DB06774|DB06782|DB06788|DB06796|DB06800|DB06809|DB06813|DB06823|DB06824|DB06825|DB07402|DB07780|DB07841|DB08382|DB08437|DB08439|DB08797|DB08799|DB08808|DB08815|DB08824|DB08826|DB08840|DB08864|DB08865|DB08871|DB08872|DB08877|DB08881|DB08882|DB08893|DB08897|DB08899|DB08903|DB08905|DB08907|DB08909|DB08910|DB08911|DB08912|DB08918|DB08932|DB08934|DB08936|DB08940|DB08942|DB08951|DB08952|DB08955|DB08961|DB08962|DB08972|DB08976|DB08980|DB08981|DB08984|DB08987|DB08991|DB08992|DB08996|DB09008|DB09009|DB09015|DB09022|DB09027|DB09038|DB09039|DB09050|DB09062|DB09063|DB09068|DB09071|DB09075|DB09078|DB09080|DB09081|DB09082|DB09083|DB09084|DB09085|DB09089|DB09090|DB09091|DB09095|DB09104|DB09118|DB09121|DB09123|DB09125|DB09129|DB09132|DB09133|DB09134|DB09135|DB09136|DB09137|DB09139|DB09148|DB09149|DB09156|DB09165|DB09167|DB09185|DB09194|DB09195|DB09198|DB09199|DB09200|DB09201|DB09204|DB09205|DB09209|DB09210|DB09212|DB09213|DB09214|DB09215|DB09216|DB09217|DB09218|DB09219|DB09220|DB09223|DB09224|DB09229|DB09231|DB09235|DB09236|DB09239|DB09241|DB09244|DB09245|DB09256|DB09257|DB09262|DB09268|DB09276|DB09277|DB09281|DB09285|DB09288|DB09292|DB09295|DB09299|DB09320|DB09324|DB09325|DB09338|DB09342|DB09345|DB09357|DB09394|DB09395|DB09401|DB09407|DB09418|DB09472|DB09477|DB09481|DB09488|DB09496|DB09502|DB09546|DB09555|DB09570|DB11079|DB11085|DB11090|DB11098|DB11102|DB11127|DB11135|DB11136|DB11145|DB11148|DB11156|DB11164|DB11278|DB11328|DB11364|DB11367|DB11390|DB11397|DB11408|DB11412|DB11443|DB11448|DB11455|DB11466|DB11491|DB11502|DB11511|DB11512|DB11518|DB11520|DB11560|DB11577|DB11587|DB11591|DB11614|DB11637|DB11640|DB11642|DB11691|DB11697|DB11698|DB11699|DB11718|DB11723|DB11730|DB11742|DB11770|DB11774|DB11780|DB11785|DB11796|DB11817|DB11824|DB11827|DB11830|DB11841|DB11853|DB11891|DB11892|DB11898|DB11901|DB11915|DB11935|DB11943|DB11950|DB11978|DB11986|DB11989|DB11992|DB12007|DB12016|DB12093|DB12107|DB12134|DB12141|DB12161|DB12174|DB12184|DB12214|DB12221|DB12231|DB12236|DB12245|DB12265|DB12268|DB12278|DB12286|DB12376|DB12412|DB12417|DB12445|DB12523|DB12532|DB12545|DB12565|DB12604|DB12615|DB12625|DB12645|DB12670|DB12704|DB12712|DB12713|DB12766|DB12781|DB12783|DB12825|DB12874|DB12877|DB12923|DB12935|DB13001|DB13025|DB13074|DB13139|DB13145|DB13156|DB13167|DB13178|DB13185|DB13191|DB13217|DB13232|DB13259|DB13261|DB13266|DB13269|DB13270|DB13273|DB13284|DB13286|DB13314|DB13316|DB13317|DB13328|DB13358|DB13371|DB13405|DB13406|DB13407|DB13430|DB13432|DB13461|DB13470|DB13481|DB13488|DB13499|DB13500|DB13504|DB13524|DB13527|DB13532|DB13538|DB13540|DB13544|DB13546|DB13555|DB13578|DB13595|DB13612|DB13617|DB13627|DB13629|DB13638|DB13649|DB13651|DB13652|DB13653|DB13657|DB13663|DB13667|DB13675|DB13679|DB13682|DB13683|DB13691|DB13708|DB13722|DB13725|DB13744|DB13766|DB13772|DB13778|DB13783|DB13791|DB13792|DB13801|DB13803|DB13821|DB13823|DB13860|DB13868|DB13873|DB13909|DB13943|DB13944|DB13946|DB13952|DB13954|DB13955|DB13956|DB13967|DB13987|DB13989|DB14006|DB14007|DB14018|DB14027|DB14035|DB14059|DB14060|DB14063|DB14126|DB14185|DB14498|DB14499|DB14500|DB14507|DB14509|DB14526|DB14527|DB14528|DB14529|DB14530|DB14568|DB14754|DB14766|DB14844|DB15568|DB15685|DB15861|DB15959|DB15982|DB16165|DB16390|DB17171|DB18515|DB18711,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
DB00027,DB00266|DB00281|DB00296|DB00297|DB00498|DB00527|DB00565|DB00581|DB00645|DB00682|DB00721|DB00750|DB00807|DB00814|DB00892|DB00907|DB00946|DB00961|DB01002|DB01075|DB01086|DB01161|DB01418|DB03255|DB03410|DB04665|DB05232|DB06742|DB06770|DB06774|DB08496|DB08794|DB08987|DB09009|DB09019|DB09085|DB09268|DB09342|DB09345|DB11148|DB11502|DB12235|DB12532|DB13136|DB13259|DB13275|DB13328|DB13347|DB13451|DB13578|DB13683|DB14055,CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCCO
