From	Entry	Interacts with
Q13285	Q13285	Q13510; Q13510-2; Q53TS8; P61024; P16333; O43639; P51843; Q96HA8; P40937; Q8WW24
Q13315	Q13315	Q9NY61; P00519; P31749; O43313; Q6PJG6; P62508-3; Q5XUX0; Q9Y6K9; Q13007; Q14676; Q9BQ15; P11245; O60934; P46531; Q9BZ95; Q7LG56; Q9Y4R8; P54274; P54274-2; Q15554; Q12888; O43156; PRO_0000037577 [P27958]
Q13370	Q13370	O60760; Q8TBB1; P48736; Q5UE93; O95398
Q13393	Q13393	P05067; Q6XD76; P23528; Q6NXG1; O15287; Q0VD86; Q6ZQX7-4; Q6P5Z2; Q15382; Q08AE8; Q9H7C4; P15923-3; Q12888
Q13464	Q13464	Q8IYR0; Q86V42; Q7Z6J6; P25791; O15481; Q13203; Q9BUI4; P61586; Q99816
Q13470	Q13470	P31947; P62258; Q92567-2; Q13322-4; Q8IYX7; O75177-5; P15622-3; Q86UD4
Q13509	Q13509	P54274; P68363; O95185
Q13523	Q13523	P49407; P32121; Q9Y2Y9; Q9H1D9; Q15287; P61981; P04590
Q13546	Q13546	P04083; Q13490; Q13489; Q92851; Q14790; Q8IVM0; P48729; Q13158; P08238; Q9Y6K9; Q96AB6; Q9ULZ3; Q13546; Q9Y572; P19438; Q15628; Q13077; Q12933; Q13114; O00635; Q13107; B7UI21; PRO_0000449629 [P0DTD1]; U5TQE9
Q13547	Q13547	Q14865; Q9C0K0; Q9HCU9; Q6PH81; Q14839; P68400; Q9UER7; Q92841-4; P17844; Q9UJW3; Q01094; Q66K89; Q96KQ7; Q96D98; Q99684; Q13227; P62805; P51610; Q92769; O15379; P43355; Q9UIS9; Q9UBB5; O95983; Q8N108; Q13330; O94776; Q9Y618; P19838; P06748; Q15466; Q9NQX1; Q96N64; P06400; Q09028; Q16576; Q9UKL0; Q04206; O00422; Q96ST3; Q9NP50; Q13485; O95863; P08047; O43463; P04637; Q05516; O95365; Q92618; P29128; P03129
Q13554	Q13554	O00154; Q2VPB7; P62158; Q9UQM7; Q13554; Q13557; Q8N0U1; P60412; Q3LI72; Q3SYF9; Q9UI95; Q9BUE0; Q9UBU8; Q9UBU8-2; Q9Y3B7; Q93100; Q969H6; P61225; O43251; Q93062; P62913; Q9NTN9-3; Q5W111; Q8N0Z6; B3KWQ7; O00154-4; P15289; Q9UQM7; Q13557-8; Q13555-5; Q9NUG4; Q16543; Q6P1R4; O43790; Q07627; Q7Z4W3; Q3LI66; Q3LI67; Q6FHY5; Q9UBU8-2; Q15014; Q9Y3B7; Q96T60; Q9BUI4; P61225; P78317; O14787-2; Q9Y5L0; Q8N0Z6; P26640; A0A0C4DGF1; Q9UJ78-2; P32502; P16622
Q13555	Q13555	P62158; Q13557; Q13555; P08238; Q9UQM7; Q13554-3; Q13557-8; Q16543; Q6P1R4; P62508-3; Q63ZY3; Q7Z4W3; Q3LI64; Q3LI67; Q9Y3B7; P61970; Q9UBU9; P20618; Q96SI9; O14787-2; Q9Y5L0; Q8N0Z6; Q7KZS0
Q13557	Q13557	Q8N9N5; P62158; Q9UQM7; Q13554; Q13557; Q13555; O96015; Q5JZY3-3; P68106; Q53EP0-3; P51116; Q96BY2; Q9Y3B7; Q96PM5; Q14524; O14787; Q8N0Z6; P62258; P61014; PRO_0000037311 [P0C6X7]; Q9UQM7; Q13554-3; Q13555-5; A0A0S2Z3P2; P78317; Q9Y5L0; Q8N0Z6; Q7KZS0; Q99189; Q02821
Q13627	Q13627	P61962; P63167; Q12926; Q14576; Q9NYF3; Q06787; Q9NZI8; Q9Y6M1; O00425; Q5T749; Q9BRK4; P06400; P28749; Q01826; Q12933; Q14669; Q12815; Q70EL1; P31946; P62258; P61981; Q9ULU4; Q13627-1; P31946
Q13639	Q13639	O15354; O60269; Q13639
Q13698	Q13698	Q9BWC9; A8MQ03; Q6FHY5; Q86UT5; Q04864-2; Q9H2K2
Q13873	Q13873	P43026; Q13976; P62258; P08607; P68404
Q13882	Q13882	Q08043; Q3KP44; Q13191; Q16543; Q92841; Q8N9I9; Q5JST6; P00533; P04626; O00471; O14526; Q13480; P08238; P42858; Q9UKT9; Q5VWX1; Q5T5P2-6; P10721; O14770-4; Q13064; Q8TDC0; P78337; Q9NQX0; Q13882; Q04864; P23246; Q13239-3; O00401; Q9BYN7
Q13936	Q13936	P12814; Q06481; P01024; Q9NZU7; Q02641-1; Q08289-1; P54284; P62158; P51114; P22626; Q9HCM3; Q06413; Q96DH6; P42857; Q9Y5H9; Q9Y5E4; Q07343; Q9NRD5; Q9UKM9; Q9C0C4; O75533; P62161; Q9NZU7-2
Q14012	Q14012	P54253; P62158; Q8IU85; P42858; Q14005-2
Q14145	Q14145	Q5JTC6; Q49AR9; P45381; O14525-2; A9UGY9; Q9H1Y0; P15056; Q2NKX9; Q9BWT7; Q9NPC3; P02452; P02458-1; P68400; Q13618; Q9NX09; Q9NY33; Q96JC9; Q6P6B1; P62495; Q6P1L5; Q14440; Q8TDV0; P28799; B8Q183; P02724; P05362; Q9BYX4; O14920; Q4KMZ1; P05107; O95198; Q8N4I8; Q9UH77; P62310; Q13257; O60336; Q9BTE3-2; Q14494; Q16236; Q96TA1; Q96HA8; Q9NZJ9; Q9UKX7; Q8N573-5; Q86YC2; Q15149; P54619; P06454-2; Q6P9E2; Q04206; P58004; Q96GM5; Q7Z699; Q13501; Q9UGK3; Q9P0N9; P54274; Q9Y3Q8; Q9BRX9; O76024; Q9P202; P58317; Q9NX65; P38109; P17709; O88351; P15314; Q64337
Q14164	Q14164	Q92624; P62158; P48643; Q16543; Q00610; O00571; P08238; P11142; Q9BYX4; Q14653; Q7Z434; P35580; P19105; P60660; Q9Y265; P51532; Q92844; Q9UHD2; A7MCY6; P06753; Q12933; P09936; P62258; Q05127; K7Y1A2; PRO_0000037572 [P27958]
Q14289	Q14289	P05067; P06241; O15259; O75161; Q7L0Q8; P12931; P40763; P62258
Q14524	Q14524	P62158; Q13557; Q12959; P78352; P61328-2; Q86UL8; P26045; Q13424; Q9NY99; Q49AR9; Q8N9N5-2; Q9Y3B6; Q8WW24; Q96E35
Q14654	Q14654	Q09428-1; Q01484; Q96B26
Q14957	Q14957	Q6UY14-3; Q66PJ3-4; Q96FT7-4; Q9H2G9; Q5PSV4; Q9ULD4-2; Q9NSI6-4; Q3SXR2; Q96LL4; Q5M9N0-2; P24941; O95674; Q8WUX9; Q9Y3D0; P02458-1; Q9UJU6; Q6ZN54-2; Q8NDP9; Q12959; Q15700; Q92796; P78352; Q7Z7J5; Q14117; Q9BPU6; Q9Y6W6; A0AVK6; Q658K8; O00472; Q96GL9; P15407; Q06547-2; Q49A26-4; Q96CS2; Q9BT25; Q5T447-2; P10809; Q8NDH6-2; Q9NZH6; Q7Z7F0-4; O43504; Q14847-2; Q9H2C1; Q68G74; Q8N0U6; Q1L5Z9; Q96JB6; Q96LR2; Q86UL8; A0A0A0MR05; Q6IN84-2; Q96H12; Q9NPC6; P41271-2; Q99743; Q6PHZ7; Q5BJF6-2; O43482; Q6GQQ9-2; Q495U3; Q9NR21-5; O15534; Q6ZR37; Q5SXH7-1; P19388; Q07869; O60237-2; Q6ZMI0-5; O43741; P62333; Q06323; P06454-2; Q8WUD1-2; P47804-3; Q15382; Q8WVD3; Q9H0X6; P62701; Q14160; Q9NTN9-3; O60902-3; Q13573; Q496A3; Q5W111-2; Q13586; O15273; Q86WV5; P54274-2; Q9BXU0; Q5T0J7-2; Q8WTV1; O60830; Q8N0U2; Q8IUR5-4; P36406; Q9UPQ4-2; Q6PF05; P49459; Q13404; Q9P1Q0-4; Q9NX94; O43829; Q53FD0-2; Q9NP64; Q96JL9-2; Q3KNS6-3; B7Z3E8; Q62936; P31016
Q14994	Q14994	P01100
Q15109	Q15109	Q15109; P05067; P23560-2; Q8WU43; Q96FZ5; O43889-2; O60610; P00533; P62993; P09429; Q8IW41; Q8N108-16; P16333; Q05513; P61586; P80511; P04271; P25815; P58753; Q5BVD1; P02766; Q01279
Q15125	Q15125	O95870; Q86W74-2; Q13520; Q3SXY8; Q8N6S5; Q8WVX3-2; Q9H2C2; Q9HD20-3; O95393; Q12983; Q8WVV5; P06681; O14523; P01031; Q6UWT4; Q9P0B6; Q8NHW4; P25942; Q07108; P60033; O14735; P23141-3; Q9H9P2; Q8NHS1; O43889-2; Q96BA8; P49447; O43169; P78329; P81534; Q9H1M4; Q96LL9; Q15125; Q08426; Q9BV81; P54849; Q9UKR5; Q9Y282; Q7L5A8; Q5JX71; Q96IV6; Q9UGM5; Q9Y3D6; Q14318; Q9BWH2; Q14802-3; Q9H0Q3; Q8WWP7; Q96F15; P29033; O95452; O14653; Q8TDT2; P02724; P30519; Q7Z5P4; Q9Y5U9; Q9Y5U4; Q8N5M9; Q5T700; Q68G75; Q7L5N7; Q7Z4F1; Q96AG4; Q16873; Q6ZSS7; P50281; Q5J8X5; Q9UHE5; O95167; Q9NX14; Q99519; Q92982; Q9NZG7; Q16617; Q8IXM6; Q2M2E3; Q9P0S3; Q53FV1; Q8N138; Q7RTS5; Q9Y342; Q04941; Q8IY26; Q01453; P54315; P43378; P15151; Q8N8N0; Q5QGT7; Q96GQ5; Q9NTJ5; Q969E2; O75396; Q9Y6X1; Q8N6R1; Q9BWM7; Q8TD22; Q8IWU4; Q96G79; Q2M3R5; Q9NVC3; Q96JW4; Q6P1K1; Q0VAQ4; Q9NRQ5; B2RUZ4; Q9BZL3; Q6UX34; Q86Y82; P61266; Q13190; O43752; O15400; Q9UNK0; O43759-2; P57105; Q8N2H4; Q96BZ9; P07204; O14925; Q96CP7; Q96MV1; P55061; Q9NV29; P17152; Q9BXJ8; A0PK00; Q9NV12; Q9BVK8; Q9NUH8; Q9P0S9; Q9NRX6; Q969S6; Q9BTX3; A2RU14; Q9H0R3; Q8NBD8; Q8WW34-2; Q9NWH2; Q9BU79; Q8TBM7; Q69YG0; Q9NW97; Q9H2L4; Q6PI78; Q8N2M4; Q8N661; Q5BJF2; Q9NSU2-1; A0AVG3; Q5TGU0; A5PKU2; Q9Y385; Q9Y5Z9; Q53HI1; Q9H1C4; Q9NZ43; P23763-3; P63027; Q15836; O75379; Q9P0L0; O95292; Q8N511; O95070; Q9Y548; Q9BSR8; Q96EC8; Q6UX98; O95159
Q15139	Q15139	P53367; Q07021; P12830; P08238; O15264; P02795; Q15599; Q15139; Q8C2B3-1
Q15208	Q15208	P49407; P32121; Q8N9N5-2; Q03135; Q9Y5B0; P08238; Q9H8S9; Q70IA6; P16333; P30086; P02638
Q15303	Q15303	P42684; Q13895; Q12959; Q15700; Q92796; P78352; P00533; P04626; P21860; P62993; Q99075; P08238; Q96J02-2; Q96JA1; Q86UL8; Q02297-6; Q06124; P26447; P29353; Q12815; P46937; P62258; Q96J02-2
Q15375	Q15375	P07333; P52803; P29317; P29320; P29323; P54760; Q9H8Y8; Q9NUP9; Q16288; Q8NI35; P52793
Q15418	Q15418	O43823; Q9NZN5-2; Q16543; P46527; P78352; Q9HD26; A4D2P6; P08238; Q92743; Q96QZ7; Q86UL8; P28482; Q9Y2H9; Q6P0Q8; Q8TEW8; Q9H5P4; Q9UPQ7; Q6ZMN7; P04271; Q14160; Q13424; Q13884; Q9NY99; Q96L92; P57105; P50552; A1JU68
Q15569	Q15569	Q9C004; P31946; P62258
Q15596	Q15596	P10275; P03372; O00482-1; P19793; Q13239
Q15746	Q15746	Q9HD26; P16333; Q14318-2; Q92624; Q9HD26-2
Q15759	Q15759	Q86V38; P15056; P02489; P50570-2; Q14204; P22607; O14908-2; Q92993; Q92876; Q8TAP4-4; Q16644; Q13153; P17252; Q15047-2; Q16637; Q13148; P04637; P61981; O43257
Q15788	Q15788	Q92793; P03372; Q63ZY3; Q13133; Q96RI1; Q96RI1-2; O75469; P08235; Q9BTK6; P28065; P10276; P51449; P19793; Q13569; P14373; P11473; P59598; P19785; P25799; P06536; P56581; Q13569
Q16288	Q16288	Q16832; Q6PKX4; Q15375; P08581; P04629; Q16620; P18031; Q13332; P61619; Q9UBV2; P31947; Q99523; P62258
Q16348	Q16348	O43184-4; Q49AR9; P29972; Q6NUJ2; Q9H2X0; Q9H0I2; Q2WGJ6; Q5T749; O76011; P59991; P60328; Q3LI76; Q6PEX3; Q3LI67; P61968; Q96HA8; P32242; Q5T2W1; P78337; Q9NRQ2; Q92922; Q96A09; O43711; O95231; Q9NZC7-5
Q16512	Q16512	Q6UY14-3; Q9ULX6; Q6PJH3; P05067; P15289; Q14457; Q9H2G9; Q8WU43; Q96M89-2; Q15834; Q8IV13; Q01850; Q86XR8-3; Q8IYX8-2; Q8NHQ1; A8MQ03; Q9NRI5-2; Q8IW40; Q8WWB3; P26641; O00303; Q06547-2; Q08379; A6NEM1; P54257; Q96CS2; Q9NSC5; O75031; Q9UKT9; Q5TA45; Q8N5Z5; Q86T90; P19012; P08779; P08727; Q15323; O76011; Q92764; O76013-2; O76014; Q9BV99; Q9NYL2-1; P53778; O15344; Q9UJV3-2; Q8N108-16; Q8TD10; Q13064; Q5JR59-3; P07196; Q9NRD5; Q8ND90; P78424; P28070; Q96QF0-7; Q9UJW9; Q9H7B4; Q96R06; Q9Y2D8; Q9NZ72; O75558; A1L190; Q8WTV1; Q13077; Q12933; P14373; Q9BZW7; Q8IWV8-2; Q8N6Y0; P08670; Q8TF47; Q9UNY5; Q96MN9-2; Q9P0T4; Q9UGI0; A1JU68
Q16513	Q16513	P41208; Q8NI35; Q15118; Q12923; PRO_0000278753 [O92972]
Q16539	Q16539	P48730-2; P28562; Q9BY84; Q16829; Q99956; P68104; Q969H0; P46734; P52564; P27361; P49137; Q16644; Q6PJG2; Q9BUB5; Q9HBH9; P35813; Q15256; P06400; O75676; O75582; Q8NEM7; Q15750; Q92574; Q07352; O43257; P22736-1; Q15256-1; P54830-1; P28482; P49790
Q16584	Q16584	P60953; P35240; P70218; PRO_0000045602 [Q99IB8]
Q16620	Q16620	P00533; Q16288; Q13485; Q03114
Q16659	Q16659	Q9GZV1; P02647; P15056; Q9H6Z9; Q8IW41; Q8IW41-2; P12504
Q16665	Q16665	P10275; P27540; P49407; Q9C0J9; O00257; Q92793; P35222; Q96CJ1; Q9GZT9; Q96KS0; Q9H6Z9; Q09472; P11474; P49327; P09467; Q8N461; P23771; Q9NWT6; Q9Y2N7-4; Q92831; Q13330; P41227; P46531; Q13438; Q8N2W9; P14618-1; P25789; O14818; Q9UHD8-1; P84022; P08047; O60224; P63165; O94888; P40818; P40337; P17861; Q99PV5; Q5RIX9; Q6S7F2; Q61539; Q8BIF2; P51450-2
Q16790	Q16790	P21291; O76003
Q16832	Q16832	Q16543; P13942; Q08345; P08238; Q16288; P29353
Q16853	Q16853	Q3SXY8; O95484; Q7Z7G2; Q96BA8; Q6PI48; Q8TBE3; Q7Z5P4; P42858; O43765; Q16623
Q16873	Q16873	P11912; Q96BA8; Q15125; O14843; Q14802-3; Q8TDT2; O15529; Q16873; Q8TBB6; Q4KMG9
Q32MK0	Q32MK0	P62258
Q4U2R8	Q4U2R8	Q92624
Q59H18	Q59H18	Q9UKT5; P19429; P19429
Q5S007	Q5S007	Q9UKV8; O43865; P31749; Q8N8V4; O00203; Q8N6T3-2; Q14155; O95816; O95817; Q9UL15; P10415-1; Q13191; Q16543; P60953; Q9UKI2; Q9Y6A4; P05060; Q9ULV4; P48729-1; P48730-2; Q9NWM3; P53355; Q05193; O00429; O00429-3; O14640-2; O14641; Q92997; P30084; Q05639; Q13158; O14976; P49841; P11142; Q71RC2; Q4G0J3; P07195; O75581; Q38SD2; Q5S007; PRO_0000018605 [P46821]; P46734; P52564; O14733; P10636-2; P10636-8; P42679; O95140; P49406; P26038; Q7L592; Q96PY6; Q13469; Q8WUM0; O60313; Q9NQU5; P62136; Q12972; P63151; P30048; P17612; O60260; P61026; Q6IQ22; Q9H0U4; O14966; Q13637; P57729; P61020; P61006; P63000; P41220; P62906; P26373; P50914; P62750; P62888; P49207; Q9BUL9; P62280; P62277; P62841; P62249; P62269; P15880; P60866; P62266; P42677; P23396; O15027; P60896; P31947; Q99961; Q99962; P12235; P05141; P12236; O95295; P37840; Q8NHS9; Q13501; Q9UNE7; Q9UNE7-1; Q9BQ70; Q6P3X3; P07437; Q13885; P04350; P68371; Q9BUF5; Q53GS9; P21796; Q9Y6I7; P31946; P62258; P61981; Q04917; P27348; P63104; O95218; Q62848; O55143; P30275; P39053; P02687; Q811U4; P00634; P12369; Q63481; P61021; Q58A65; Q9WUD1; P61983
Q6PHR2	Q6PHR2	Q16543; Q13451
Q7KZI7	Q7KZI7	Q9BYG4; P31946; P61981; Q04917; P63104; P55980
Q86UE8	Q86UE8	Q9Y294; Q9NVP2; Q8NHQ1; Q9NPF5; P63167; Q96FJ2; Q96NE9-2; Q96IK5; Q15306; Q92985; Q02548; P26367; Q8TAQ2; Q86UE8; Q7KZS0
Q86YV6	Q86YV6	P08238
Q8IU85	Q8IU85	Q14012
Q8IVH8	Q8IVH8	P62993; Q13094; Q9Y4K4; Q04759; Q02111
Q8IW41	Q8IW41	Q15109; P04792; Q16659; P04637; Q16659
Q8N0U8	Q8N0U8	P01019; Q13520; Q8WUW1; P78371; Q8N5K1; Q9Y282; Q5T7V8; Q8TED1; P03952; P06858; Q6IN84; Q96HJ5; Q9H2K0; P49585; Q9Y5K3-3; Q96HE8; P40337-2
Q8N4C8	Q8N4C8	Q00613; O95819; P10114; P31947; P62258; Q5VY09
Q8N568	Q8N568	Q96M94; P62258
Q8N5S9	Q8N5S9	O15063; P62258; Q04917; P21333-2; P04792; P42858; O60333-2; P07196; Q99497; Q8N2W9; P60891; Q9Y3C5; P37840; P00441; O76024
Q8NG66	Q8NG66	P08238; P51955; P51955-1
Q8NI60	Q8NI60	Q8WTS1; Q6RW13; Q6RW13-2; Q5T2L2; Q9NU02; Q9H0Y0; Q3SXR2; Q96HJ3-2; P09496-2; Q8IZR5-2; Q96DZ9-2; Q9NX76; P02458-1; O75208; Q9BSY9; Q9BPU6; Q86UW9; Q96KS9; Q6ZNL6; Q8TAC2; P13473-2; Q96B96; Q9H2C1; Q99732; P0DP58-2; Q96M61; Q969L2; P27338; Q6IN84; Q9H2K0; Q69YL0; Q6N063-2; Q8N138; Q96AL5; Q58EX7-2; Q9UI14; Q96HR9; Q96HR9-2; P47804-3; Q8N5U6; Q9NS64; Q9NTN9-3; Q9Y371; O60902-3; O60906; Q9C004; O60499-2; Q9UBB9; Q7Z6W1; Q8WW34; Q8WW34-2; O43399
Q8TCT1	Q8TCT1	Q03154; Q8NHQ8-2
Q8TD08	Q8TD08	P31749; P24941; P08238
Q8TD19	Q8TD19	P63167; Q96FJ2; O95166; Q9H0R8; P60520; P08238; Q9H492; Q9GZQ8; Q9BXW4; Q9HC98; Q8TDX7; P53350; P62258
Q8WUI4	Q8WUI4	P00533; Q9BZS1-1; Q9BZS1-2; Q9BZL6; P31947; P61981; P63104; P08393; Q8CFN5; Q13137; Q04864; Q0D2K3; Q8WXI4-2; Q9BQD7; Q03989; Q9NSI6-4; Q3SXR2; Q13137; P60953; Q7L2Z9; Q96D03; Q9NQ30; Q9UBI6; A6NEM1; A5PKX9; Q9BXK1; Q6ZNG9; O43679; Q6FHY5; Q9BRT3; O94964-4; O95411; O00746; Q9BQI9; B7ZLY0; Q96I34; P63000; P15153; P60763; Q04864-2; Q0D2K3; P62070; O15427; O95164
Q92570	Q92570	Q6UY14-3; P05187; P55273; Q9H2X0; Q08AG9; A8MQ03; Q12805; Q9H2F3; Q5T749; P60370; P60410; P60328; P60329; Q9BYQ6; Q9BYR5; Q9BYR3; Q6L8G4; Q6L8H2; Q6L8G9; P26371; Q3LI67; Q9BYQ4; Q9BYQ3; Q9BYQ0; O14633; Q5TA82; Q8N5G2; Q92692-2; Q92824-2; Q13526; Q6P9E2; O95343; Q9H4F8-2; O14817; Q05086-3; Q6EMK4; B2RUY7; Q9Y3S2
Q92731	Q92731	P38398; P29279; P00533; P03372-1; O43524; O15162; P53041; Q16881-4; Q60974; Q6P9F0; O95273; A8MQ03; P49639; O00505; Q5T749; Q3LI66; Q99750; Q8NI38; O15162; Q12800
Q92769	Q92769	Q9C0K0; Q9HCU9; P68400; Q9UER7; P51610; Q13547; Q9UIS9; Q13330; P01106; P06748; P48382; Q96ST3; O95863; Q9HD15; O43463; Q9H3M7; Q92618; Q17R98; Q2HR82; PRO_0000449623 [P0DTD1]
Q92843	Q92843	Q68DC2; P02654; P55056; P18859; Q92934; Q16611; Q07812; Q9BXH1; O43521; Q92843; Q7RTU4; P55957; Q13323; Q96LC9; P0C671; P15056; Q8IYJ2-2; P11912; Q9H9P2; Q9UHD4; Q8N5K1; O95471; Q9Y282; P60508; Q969F0; Q92915-2; P27469; Q5T7V8; Q8TDV0; Q8TED1; Q8N6L0; P48051; Q7Z4F1; Q99735; P15941-11; Q96RD7; Q13794; Q6NTF9-3; Q7L3V2; Q9NR31; O95470; Q9NQQ7-3; Q7Z769; Q9NP94; Q13433-2; P27105; Q96L08; P15884; Q8IYF3-3; Q8IV31; Q7Z7N9; Q9H3N1; Q13625; O54918; Q91ZE9
Q92887	Q92887	P19838
Q92918	Q92918	P00519; P46108; P46109; P06241; P62993; P08238; P16333; P27986; P19174; Q13291; P62258
Q969S8	Q969S8	Q92870-2; P54252; P42858; Q96CV9; Q7Z412; A0A6Q8PF08; P37840; Q9BYV2
Q96EB6	Q96EB6	Q13085; P31749; P27695; O95352; Q8N163; P33076; Q9NS37; Q9Y5P2; P68400; P67870; P26358; O14640; Q92997; Q01094; Q09472; Q14192; Q12778; O43524; P98177; P51610; Q14469; Q9UBP5; P09067; Q9Y4H2; Q92831; Q03164; Q9GZQ8; Q03112; P42345; P01106; P04198; O60934; Q02577; Q9HAN9; Q15466; P27986; P37231; P10276; Q04206; Q86WX3; Q8N122; O43159; Q8WTS6; Q13573; P36956-3; O43463; Q04724; P04637; O15350; P49815; Q14191; P23025; P12956; Q8NAP3; P52744; Q6ZN11; Q9R1E0; Q60974; Q60644; Q9Z0Y9; P37238; P37238-1; P04608
Q96GD4	Q96GD4	O15392; O15392-1; O15392-2; Q16543; Q53HL2; Q86XJ1; Q16695; Q58FG0; P08238; Q9NQS7; Q9NQS7-1; Q92993; Q9P2N7; Q9P2J3; Q15691; P06748; P30153; Q8WYJ6; O75410-6; Q9HBJ7; Q99986
Q96L34	Q96L34	Q06481-5; P05067; P60953; P48730-2; Q15323; P07948; Q9BYG4; Q8ND90; P41743; Q15831; P23258; Q04917
Q96NX5	Q96NX5	P21333-2; P28799; O60333-2; P60410; P31153; O76024
Q96PY6	Q96PY6	Q96Q42; Q99689; Q9UHY8; Q5S007; Q04917
Q96Q40	Q96Q40	Q16543; Q13451; P07900; P08238
Q96Q83	Q96Q83	Q96MA6; O76003; Q08379; Q13422; Q8TBB1; P55212; P13473-2; O75400-2; P62826; Q9Y371
Q96RD7	Q96RD7	P02652; Q9BQE5; P41181; Q92843; Q9BXR6; Q96IV6; P37268; Q9NVC3; Q8NBD8; P01375; O95183; Q14508; Q96RD7-1
Q96RI1	Q96RI1	Q15788; O75151; Q8WTS6; P28702; P28702-3; P48443; Q15788; P78527; P03372
Q96SW2	Q96SW2	Q96A83-2; P48729; Q16531; O14901; Q8IVT2; Q9P286; A0A6Q8PF08; Q93062; Q16531; Q13422-7
Q99250	Q99250	P62158; Q14576
Q99500	Q99500	P21964; P06028; P16144
Q99519	Q99519	Q13520; P11912; Q8IU89; Q9HA82; O43889-2; Q96BA8; Q15125; Q9Y282; Q8NBJ4; Q8TDT2; Q8TED1; Q8NBQ5; O14880; P15941-11; Q14973; Q3KNW5; P54219-3; Q9NUM3; Q9NUH8
Q99571	Q99571	Q9NQM4; Q07627; P60328; P26371; Q7Z3S9; P0DPK4
Q99572	Q99572	A8MQ03; O95967; O75031; Q15323; O76011; P60410; P0DPK4; Q9H8W4; P14373; Q8N720
Q99640	Q99640	P14635; P06493; O95870; P07766; P11912; P56748; Q9GZR5; Q969F0; Q9H400; Q8N386; Q5SR56; Q6N075; Q86VR2; Q14973; Q8IWU4; Q96IK0; Q8NBD8; Q9Y320
Q99720	Q99720	Q92847-1; Q99720-1; O00213-2; P17612; P50454; P37173
Q99759	Q99759	Q9BSQ5-1; P49368; P50991; Q99832; P50990; P08238; Q13163; P17987; Q92734; Q6Q0C0; P0CG47; P31946; P62258; P61981; Q04917; P27348; P63104; P62262
Q9BQB6	Q9BQB6	Q13323; Q7Z7G2; Q96BA8; Q9Y282; Q5JX71; Q96KR6; Q5T7V8; Q8TDT2; Q9NQG1; P15941-11; Q96TC7; Q9NR31; A0A0S2Z4U3; Q8TBB6; O15393-2; Q19QW4
Q9BQI3	Q9BQI3	P08238; P11142
Q9BRS2	Q9BRS2	O14744
Q9BUB5	Q9BUB5	P54253; Q03060-25; P06730; Q04637; P42858; P28482; Q16539; Q96CV9
Q9BXA7	Q9BXA7	O43281; O43281-2; Q4G0N7; O15353; P08238; Q6FHY5; Q9UJT2; P62258
Q9BYF1	Q9BYF1	Q9BYF1; PRO_0000032457 [P01019]; PRO_0000032458 [P01019]; Q96CW1; PRO_0000000092 [P05067]; Q9H2X3; PRO_0000417390 [Q01523]; Q14416; P11021; P05556; O60341; PRO_0000006688 [P01042]; Q9Y2H9; Q6P0Q8; O14745; Q15599; PRO_0000019524 [P30990]; Q5T2W1; P26045; P35247; Q9Y566; Q695T7; Q96L92; Q7Z6J2; O15393; P08670; P52293; A0A6G6A1M4; A0A6M3G9R1; P0DTC2; PRO_0000449647 [P0DTC2]; P59594; PRO_0000037209 [P59594]; Q5GDB5; Q6Q1S2
Q9C0B1	Q9C0B1	Q9NX04; X5D778; Q2TAC2-2; Q92989; Q86UW9; O95967; Q9P2W3; O95872; Q14005-2; Q2WGJ6; Q9UI95; Q6PF18; Q9UBU9; Q9NQX0; Q92529; O14787-2; Q6DKK2; Q9Y2K6; Q15935
Q9GZU7	Q9GZU7	Q08043; O95817; Q99618; P42773; P53672; Q9H0L4; Q6NZ36-4; Q9BQ89; Q9NW38; P27987; P06239-3; O60336; P02686; P02686-2; Q6PF18; Q86UR1-2; Q17RL8; Q8ND90; Q8TBN0; Q7Z5V6-2; Q9BWG6; O00560; Q15797; Q7Z7C7; Q8WW24; O75865-2; Q9NZC7-5; P62699; Q05516; P58466
Q9H093	Q9H093	Q4V328; P31947; P62258
Q9H0K1	Q9H0K1	Q9BV73; P60520; P27986; P55072
Q9H1R3	Q9H1R3	P08238; Q06413; Q9H3J6; Q9H4I9; Q9BYV2; O76024; P62258
Q9H228	Q9H228	P48165; Q8WWF3
Q9H2K8	Q9H2K8	O75460; P42858; Q12933
Q9H2X6	Q9H2X6	P61962; Q09472; Q00987; P51608; Q01196; P63165; Q04724; P04637; Q9H3D4; P63279
Q9H3Y6	Q9H3Y6	Q99704; O43639
Q9H4B4	Q9H4B4	Q9Y4Y9; Q9GZY8-5; P14859; P04156; P43351; Q8WVD5; Q99986
Q9HBH9	Q9HBH9	Q16539; P46379-2; O14901; Q14696; P25786
Q9HC29	Q9HC29	Q8IWZ3; Q8IYJ2; P29466; Q9NZZ3; Q96N67; Q96C92; Q96RT1; Q96RT1-2; Q9Y3D6; Q10471; Q70UQ0; Q92993; P19012; O95751; Q9P0J0; Q6UX06; Q9BZL4; Q9Y5P8; Q16537; Q569H4; O43353; Q8IY34; Q8N697; Q04724; Q8IYM9; P14373; Q8WV44; P55072; P08670; Q9UJY1
Q9NQU5	Q9NQU5	P60953; O75031; Q5S007; Q9H4E5; Q96L33; P62258; P27348
Q9NRP7	Q9NRP7	P54252; G5E9A7; P14136; O14901; Q7Z699; Q9UMX1; Q96C45
